Label,Scammer,scam type,trick type,attack type,reason
1,Great news Aryan! Before you can receive your prize a small delivery fee of Rs. 950 is required. You can find our account details sent to your messaging app. Please make the payment as soon as possible and reach out to me.,,,,
0,No he didn't. Spring is coming early yay!,,,,
0,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",,,,
1,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,,,,
0,Hi where you. You in home or calicut?,,,,
1,Good day this is the Community Health Center calling. We're thrilled to offer vaccination services at your doorstep. To get started I'll need to validate your address and complete your vaccine registration. Can you please share your Aadhaar and PAN card details? Thank you. I'm currently registering your Aadhaar and PAN card. Once done you'll receive a registration OTP code. Please share it with me. Thank you. Your vaccine registration is confirmed and you'll receive a confirmation shortly. Remember to share the provided code with our health officials during the vaccination process.,,,,
0,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",,,,
1,You have 1 new message. Call 0207-083-6089,,,,
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,,
0,Anything...,,,,
0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,,,,
0,URGENT: We've noticed unusual activity on your PayPal account. Please click this link to review and secure your account: https://www.paypal.com/security,Phishing,"Authority, Using Misleading Headlines or Subject Lines","Homograph Attack, Intentional spelling mistakes","['The message is from a legitimate source (PayPal) and the link is to the official PayPal website.', 'The message is warning about unusual activity, not claiming an account has been compromised.', 'The language used is clear and concise, without creating a sense of panic or urgency.', 'The link provided is to a legitimate and secure website (https).']"
0,At WHAT TIME should i come tomorrow,,,,
0,Ok.ok ok..then..whats ur todays plan,,,,
0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",,,,
0,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,,,,
0,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,,,,
0,I love u 2 my little pocy bell I am sorry but I love u,,,,
0,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,,,,
0,Glad to see your reply.,,,,
1,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",,,,
0,MMM ... Fuck .... Merry Christmas to me,,,,
0,Me fine..absolutly fine,,,,
1,URGENT: Your Social Security benefits will be suspended in 24hrs due to suspicious activity. Click on this link to verify your identity with the Federal Benefits Administration (FBA) https://fbа.gov.verify-identity.com/,Phishing,"Scarcity, Using Fake Government or Official-Sounding Names",Homograph Attack,"[""Creates a sense of urgency with 'URGENT' and a time constraint to prompt immediate action"", ""Uses a fake government-sounding name 'Federal Benefits Administration (FBA)' to appear official"", ""Employs a homograph attack by using a similar domain 'fbа.gov' instead of the legitimate 'fba.gov'"", ""Asks the recipient to click on a suspicious link to 'verify identity', which may lead to phishing or malware""]"
0,Do not miss this chance! Last day to register for the face yoga session with Vibhuti Arora on 20.11.21 at 5pm with Shoppers Stop.Register bit.ly/faceyogaFC TnC*,,,,
0,"Your payment for Airtel Mobile 8527858647 is due today! Please pay immediately to avoid late fee. You can visit Airtel Thanks App https://i.airtel.in/PPpayBills or www.airtel.in website to pay your bill. If you have already paid, kindly ignore.",,,,
0,Cool. So how come you havent been wined and dined before?,,,,
0,URGENT: We've detected unusual activity on your Bank of America account. Our security team recommends verifying your information to ensure account security. Please click this link to review and update your details: https://www.bankofamerica.com/security,Phishing,"Authority, Playing on Emotions",Intentional spelling mistakes,"[""It's from a legitimate source (Bank of America's official domain)"", 'The link provided is an official Bank of America website', ""There's no sense of urgency to create panic"", 'No intentional spelling mistakes', 'No request for sensitive information']"
1,"Dear Valued Customer, This is Officier John from Barclays Bank Securty Departmnt. We hav suspecious activty on your account and it will be closd in 24hrs if you dont verifi your informations. Click on this link to reactivat: https://barclays-bank-secure.com/verify",Phishing,"Scarcity, Using Fake Accents or Identities","Intentional spelling mistakes, Homograph Attack","['Uses scarcity tactic to create a sense of urgency', 'Uses fake identity and title to appear legitimate', ""Contains intentional spelling mistakes (e.g. 'Officier', 'Securty', 'suspecious', 'closd', 'verifi')"", 'Uses homograph attack with a similar domain name (barclays-bank-secure.com) to the real Barclays Bank website', 'Asks the user to click on a suspicious link to enter sensitive information']"
0,Dad says hurry the hell up,,,,
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",,,,
0,"Ask g or iouri, I've told the story like ten times already",,,,
0,See you there! ,,,,
0,"Important! Your Amazon account has been flagged for security review. Click here to verify your information and receive an exclusive 50% discount on your next purchase! Limited time offer, expires in 24hrs! https://amazon.com/secure",Phishing,"Scarcity, Using Fake Limited-Time Discounts",Intentional spelling mistakes,"['The message is from a legitimate source (Amazon)', 'The link is from an official Amazon domain', 'The language used is clear and concise, without intentional spelling mistakes', 'The offer is exclusive, but not suspiciously too good to be true', 'The message is informative, rather than trying to create a sense of urgency or panic']"
0,Easy ah?sen got selected means its good..,,,,
1,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,,,,
0,"Sorry, I'll call later",,,,
0,Watching tv now. I got new job :),,,,
1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,,,,
0,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,,,,
0,Ok lor wat time ü finish?,,,,
0,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",,,,
0,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,,
1,Good day Sir! This is John calling from HUGIE Telecom. We have an exclusive SIM card upgrade offer for you to enhance your internet speed and data benefits. To proceed kindly provide your Aadhaar Card number and the unique 20-digit SIM card number. Once done you'll receive an activation text. Just reply 'I' to activate the offer. The payment link will be sent to your phone momentarily. Please proceed with the payment by clicking the link.,,,,
0,Don no da:)whats you plan?,,,,
0,Lol I would but despite these cramps I like being a girl.,,,,
0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,,,,
1,Urgent: Your PayPa1 account has been compromized. The FBI is investigating and requsts you to verify your credintials at https://paypa1.com/secure to avoid account suspension.,Phishing,"Authority, Distraction","Intentional spelling mistakes, Homograph Attack","['Uses a sense of authority by mentioning the FBI to create a sense of urgency', 'Creates a distraction by mentioning an investigation to divert attention from the phishing link', ""Includes intentional spelling mistakes (e.g. 'credintials' instead of 'credentials', 'requsts' instead of 'requests') to evade spam filters"", 'Employs a homograph attack by using a similar domain name (paypa1.com) to the legitimate PayPal website']"
0,"NOTICE: The IRS is experiencing a high volume of tax refund requests. To avoid delays, please verify your information through our official website: irs.gov/refund-status or call 1-800-829-1040 for assistance.",Phishing,"Scarcity, Using Fake Government or Official-Sounding Names","Intentional spelling mistakes, Homograph Attack","[""It does not create a sense of urgency with the word 'URGENT'"", 'It does not ask for sensitive information', 'It provides an official website and phone number for verification', 'It does not contain intentional spelling mistakes', 'It does not use a homograph attack with a fake domain name']"
0,Thanx but my birthday is over already.,,,,
0,Holy living christ what is taking you so long,,,,
0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",,,,
0,Your request registered via Reference No. 31-5458485211087 for your Airtel Mobile has been closed.,,,,
1,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,,,,
0,Yes:)from last week itself i'm taking live call.,,,,
0,Dont worry. I guess he's busy.,,,,
0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",,,,
0,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,,
